Temps	V1	Fréquence	S_Amplitude{2}
9.68E-5	0.378463017696049		
9.72E-5	0.36714637116529		
9.76E-5	0.35940340248635		
9.8E-5	0.355829724634532		
9.84E-5	0.343321852153167		
9.88E-5	0.333792044548318		
9.92E-5	0.327240301819984		
9.96E-5	0.316519268264528		
0.0001	0.311158751486801		
0.0001004	0.301628943881951		
0.0001008	0.28971668437589		
0.0001012	0.28197371569695		
0.0001016	0.2724439080921		
0.000102	0.265892165363766		
0.0001024	0.254575518833008		
0.0001028	0.247428163129371		
0.0001032	0.237898355524521		
0.0001036	0.226581708993763		
0.000104	0.21824312733952		
0.0001044	0.20871331973467		
0.0001048	0.195609834278002		
0.0001052	0.190249317500275		
0.0001056	0.181315122870728		
0.000106	0.16999847633997		
0.0001064	0.161659894685727		
0.0001068	0.151534474105574		
0.0001072	0.141409053525422		
0.0001076	0.130092406994663		
0.000108	0.123540664266329		
0.0001084	0.110437178809661		
0.0001088	0.103289823106024		
0.0001092	0.0919731765752658		
0.0001096	0.0824433689704165		
0.00011	0.0723179483902641		
0.0001104	0.0669574316125363		
0.0001108	0.0550451721064746		
0.0001112	0.0425372996251099		
0.0001116	0.0347943309461698		
0.000112	0.0240732973907143		
0.0001124	0.015139102761168		
0.0001128	0.00620490813162178		
0.0001132	-0.00392051244853064		
0.0001136	-0.0122590941027738		
0.000114	-0.0259581925347447		
0.0001144	-0.0342967741889879		
0.0001148	-0.0438265817938372		
0.0001152	-0.0545476153492928		
0.0001156	-0.0640774229541421		
0.000116	-0.0718203916330822		
0.0001164	-0.0837326511391439		
0.0001168	-0.0932624587439932		
0.0001172	-0.101601040398236		
0.0001176	-0.114108912879601		
0.000118	-0.121256268583238		
0.0001184	-0.130190463212784		
0.0001188	-0.142102722718846		
0.0001192	-0.151632530323695		
